Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
10151,1,2.0,53.82981825338361,33.33775383217295,6.0,10,17.0,1977,0.007122317,B,B,1,264,0,200.0,0,1,B
5584,37,2.0,50.799036431029,30.16158774200204,5.0,9,9.0,1972,0.127811589,B,B,28,7287,5,320.0,1,3,B
12910,87,2.0,51.57888136931626,30.71452293668584,8.0,3,17.0,1987,0.100455735,B,B,43,7227,0,4508.0,1,6,A
6258,6,1.0,38.19378980253248,16.554307939008208,6.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15707,73,2.0,48.304146453118754,27.61691588018336,5.0,4,5.0,1965,0.042031587,B,B,37,6856,84,1940.0,2,5,B
5102,103,3.0,52.30670258670207,35.36560211641908,6.0,6,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
5131,34,1.0,45.7599465308024,42.01243005555953,6.0,17,25.0,2016,0.069753361,B,B,53,13670,4,800.0,1,11,B
10761,52,2.0,52.553625596177795,48.57721418972074,6.0,25,25.0,2009,0.371148999,B,B,34,7065,1,750.0,2,5,B
13829,47,1.0,39.8961804985155,20.35873712107092,6.0,4,0.0,1979,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
1580,4,3.0,66.88700413597114,39.40710929174745,5.0,3,5.0,1930,0.042031587,B,B,37,6856,84,1940.0,2,5,B
6713,47,3.0,73.61935861854883,49.86600523360342,6.0,2,17.0,2009,0.197367951,B,B,8,2423,1,32.0,0,1,B
3639,6,3.0,83.91998672420492,47.2613222235565,6.0,8,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3747,23,5.0,52.553625596177795,33.33775383217295,6.0,1,3.0,2015,0.014072961,B,B,2,475,0,1183.0,0,0,B
384,9,1.0,43.56772746219283,25.097347137255483,6.0,14,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
5767,79,2.0,48.54572333459649,32.582038529840226,8.0,5,12.0,1971,0.307466659,B,A,30,5048,9,325.0,2,5,B
187,29,2.0,45.84490972289191,32.040112505153914,5.0,12,12.0,1968,0.069660344,B,B,31,6119,4,1547.0,1,2,B
8603,1,2.0,62.99129525485287,34.24626875310812,6.0,8,22.0,1992,0.025609157,B,B,33,5261,0,240.0,3,1,B
3078,6,1.0,41.62266636907175,20.375135662386576,7.0,9,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
16191,52,1.0,39.8334101825081,20.481255717382897,9.0,8,16.0,1986,0.371148999,B,B,34,7065,1,750.0,2,5,B
6238,98,1.0,42.28162538883213,19.001186762555854,9.0,10,16.0,1979,0.195781053,B,B,23,5212,6,2300.0,3,2,B
12989,109,2.0,44.1385234951216,33.369995292723004,5.0,4,5.0,1964,0.1363303,B,B,30,6141,10,262.0,3,6,B
5903,19,2.0,56.18466342234829,34.33767102216961,9.0,17,17.0,1981,0.000991363,B,B,33,6783,3,620.0,1,9,B
14436,7,2.0,45.27561620759978,28.10251588164896,5.0,7,5.0,1967,0.130617806,B,B,39,10418,9,900.0,1,9,B
16579,3,2.0,53.62124783920879,31.480195207196918,8.0,6,17.0,1985,0.050900058,B,B,43,10621,1,30.0,2,3,B
2523,23,2.0,53.82733774919834,30.943436377263414,6.0,4,3.0,2014,0.005767451,B,B,1,388,0,1183.0,0,0,B
15264,53,2.0,44.222793432780215,29.153547074364543,5.0,1,9.0,1976,0.313924552,B,B,22,4625,11,3855.0,2,10,B
9623,154,1.0,39.72081427403249,21.49834481317311,9.0,13,12.0,1970,0.460556389,B,B,20,4386,14,1322.0,1,5,B
2115,62,2.0,74.84267846408036,43.68032501359493,6.0,16,0.0,1977,0.072157581,B,B,2,629,1,2300.0,0,0,A
11359,27,2.0,48.6670346648681,33.66285752679401,6.0,4,4.0,1963,0.211401214,B,B,9,1892,0,2672.0,0,1,B
422,69,2.0,57.18489954699714,36.72360168155123,9.0,8,16.0,1982,0.000991363,B,B,33,6783,3,1970.0,1,9,B
4855,1,1.0,41.39383967632886,21.689185402367148,6.0,4,22.0,2007,0.025609157,B,B,33,5261,0,240.0,3,1,B
16197,27,1.0,42.726200652094455,40.88475319443671,6.0,2,17.0,2017,0.011654127,B,B,4,915,0,2672.0,0,0,B
13132,30,2.0,61.25354853615504,41.10635890898606,6.0,21,22.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
7438,1,2.0,63.51375386290896,43.84182404536601,6.0,2,20.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
3751,113,1.0,35.03611458870558,21.891988320877484,5.0,1,5.0,1968,0.307466659,B,A,30,5048,9,325.0,2,5,B
4033,27,1.0,51.94232335373476,32.22882768250732,6.0,12,0.0,1977,0.072157581,B,B,2,629,1,2672.0,0,0,A
10732,72,1.0,35.77442664027005,20.86016754693631,6.0,7,9.0,1970,0.210473241,B,B,11,2398,2,1994.0,3,0,B
5892,1,3.0,80.975755418892,49.12752549741328,6.0,15,17.0,1977,0.007122317,B,B,1,264,0,200.0,0,1,B
7825,48,2.0,46.77134458484683,33.09899108160816,6.0,3,12.0,1980,0.041124634,B,B,46,9515,5,240.0,1,10,B
10213,1,3.0,80.31877990996487,47.841238835728085,6.0,3,22.0,2008,0.025609157,B,B,33,5261,0,240.0,3,1,B
15897,7,3.0,78.40025879520344,47.51646215996497,9.0,23,22.0,1989,0.130617806,B,B,39,10418,9,900.0,1,9,B
3878,139,2.0,43.73242549138507,29.019878833170303,5.0,7,5.0,1962,0.122090347,B,B,29,6566,7,1894.0,4,0,B
10675,96,4.0,52.553625596177795,33.33775383217295,6.0,6,12.0,2002,0.041116354,B,B,53,14892,4,2300.0,1,4,B
16754,33,2.0,45.643389206941535,20.384021962561462,6.0,4,16.0,1977,0.236108458,B,B,16,3893,27,1020.0,3,10,B
7512,23,1.0,43.70849076519848,43.08647297245029,6.0,26,25.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
3,3,1.0,30.1854826175857,14.810572765104446,6.0,4,9.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
11537,9,1.0,39.22884557100184,21.89881870155452,8.0,9,14.0,2010,0.31019913,B,B,11,2748,1,30.0,0,0,B
14939,210,2.0,54.95382600226949,31.2239165688112,6.0,3,10.0,1956,0.081943463,B,B,20,2738,20,2729.0,1,4,B
10696,129,2.0,59.03979088207815,35.38224226472132,8.0,7,8.0,1961,0.020741326,B,B,24,5613,5,1340.0,2,5,B
10873,92,3.0,82.64279285821395,51.34498088942618,8.0,6,12.0,1985,0.460556389,B,B,20,4386,14,1937.0,1,5,B
13672,6,2.0,60.85498628715335,34.97551812590359,6.0,4,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6720,27,3.0,81.87732585620229,33.33775383217295,6.0,16,17.0,2016,0.011654127,B,B,4,915,0,2672.0,0,0,B
15188,31,1.0,55.065799780626186,25.212095644522,6.0,24,40.0,2015,0.151346216,B,A,32,5889,10,830.0,4,1,B
1052,6,1.0,52.64740359700341,32.7626030245024,6.0,6,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8525,110,4.0,52.553625596177795,33.33775383217295,8.0,6,14.0,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B
14262,17,2.0,39.14532025482227,24.03727112295172,7.0,14,19.0,1970,0.0,B,B,18,3374,5,620.0,1,2,B
7231,21,1.0,41.99692388230889,25.503178262736693,8.0,8,12.0,1978,0.194489265,B,B,47,8004,3,125.0,3,5,B
6466,52,1.0,41.64080813687673,20.375135662386576,6.0,15,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
3282,93,1.0,39.73406818453108,21.235415990070805,8.0,5,14.0,1986,0.521867054,B,B,25,6149,0,30.0,0,0,B
4474,21,2.0,42.62640343799149,29.906751217686057,5.0,5,5.0,1968,0.394094211,B,B,3,662,0,35.0,0,0,B
13921,123,1.0,35.21087661610032,18.64767411406101,6.0,6,16.0,2003,0.0,B,B,47,11319,0,1145.0,3,5,B
11676,63,1.0,39.42954488770447,22.904849294781307,8.0,11,12.0,1982,0.23861713,B,B,26,3889,6,705.0,3,6,B
4839,6,1.0,40.56878830685196,23.50157714726286,6.0,10,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1590,27,3.0,79.94568973050725,33.33775383217295,6.0,14,17.0,1977,0.011654127,B,B,4,915,0,2672.0,0,0,B
15364,29,3.0,79.70643036952208,46.94873269324191,6.0,9,16.0,1986,0.069660344,B,B,31,6119,4,1547.0,1,2,B
8260,67,4.0,63.40925306210194,48.612351485769366,5.0,7,9.0,1974,0.0077202819999999,B,B,38,4788,2,1970.0,0,4,B
10908,75,3.0,57.702591993747546,38.033938261289066,5.0,3,9.0,1976,0.307466659,B,A,30,5048,9,325.0,2,5,B
12452,138,2.0,48.16233731929282,31.256560943114994,5.0,3,5.0,1962,0.014423114,B,B,19,3806,4,2672.0,0,3,B
13564,1,2.0,68.85967846666267,44.62498120034636,6.0,5,9.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
7447,6,1.0,38.657534888130456,22.285199719785403,6.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3535,8,2.0,46.3381131114506,31.108219615275072,5.0,5,5.0,1966,0.458174486,B,A,26,4439,1,1130.0,1,5,B
5908,167,2.0,49.74138241194725,31.235570304275235,7.0,4,4.0,1952,0.174739084,B,B,17,3379,9,100.0,0,3,B
5944,32,1.0,34.50457486996727,20.67249878068262,7.0,6,9.0,1968,0.135649789,B,B,46,7960,6,350.0,3,11,B
1764,167,2.0,55.267779537792336,33.11789028947921,8.0,14,12.0,1990,0.236108458,B,B,16,3893,27,100.0,3,10,B
5782,27,2.0,58.35843641236407,33.33775383217295,6.0,4,17.0,2014,0.011654127,B,B,4,915,0,2672.0,0,0,B
7091,61,3.0,65.45248735802646,41.842307564680645,8.0,11,12.0,1987,0.300322518,B,B,52,10311,6,2300.0,1,9,B
10449,53,1.0,32.58996477009076,17.25893793240056,5.0,4,9.0,1970,0.049637257,B,B,34,7759,0,229.0,1,3,B
2181,95,2.0,63.62035543591362,43.085218322210366,6.0,6,6.0,1929,0.341071945,B,B,27,5664,48,2300.0,3,11,B
3800,75,3.0,80.11796960437113,45.95331390969378,6.0,12,17.0,2004,0.307466659,B,A,30,5048,9,325.0,2,5,B
6368,1,3.0,82.73627769952215,46.46614594620312,6.0,2,17.0,2009,0.025609157,B,B,33,5261,0,240.0,3,1,B
6091,5,2.0,60.566903628316965,35.8570358103952,7.0,5,5.0,1958,0.150817539,B,B,16,3433,4,2643.0,4,5,B
14260,37,2.0,45.08029927620226,31.3639592896544,6.0,3,9.0,1974,0.127811589,B,B,28,7287,5,320.0,1,3,B
16455,5,2.0,55.568945373631934,32.2786639507652,8.0,8,14.0,1970,0.150817539,B,B,16,3433,4,2643.0,4,5,B
2689,143,3.0,69.85035822295137,47.45914633760978,9.0,5,16.0,1980,0.049863387,B,B,18,3746,9,75.0,3,1,B
5994,52,1.0,34.49935846002646,19.056583344847954,5.0,4,4.0,1961,0.371148999,B,B,34,7065,1,750.0,2,5,B
9734,27,1.0,70.71696492104198,46.60475213335845,6.0,2,4.0,1977,0.07542368,B,B,11,3097,0,2672.0,0,0,B
12046,46,1.0,38.40920209811358,21.62984108493286,9.0,12,22.0,2000,0.188783766,B,B,31,6137,4,1145.0,0,1,B
10884,62,2.0,69.35764552494996,35.070784455198826,6.0,6,9.0,2017,0.072157581,B,B,2,629,1,2300.0,0,0,A
12745,2,2.0,39.540883265787286,27.12572589273983,7.0,6,9.0,1964,0.035145267,B,B,42,9292,3,2620.0,0,3,B
9627,111,3.0,63.79351189149431,47.79237485581532,5.0,5,5.0,1964,0.1363303,B,B,30,6141,10,262.0,3,6,B
16091,33,3.0,64.4078911861627,43.14947295984353,7.0,9,9.0,1967,0.051942062,B,B,17,4017,7,800.0,2,0,B
267,47,1.0,30.06251841708045,15.34942730505713,6.0,2,9.0,1979,0.101872465,B,B,23,4583,3,1145.0,3,3,B
7426,177,1.0,29.48029612477568,19.116841961498743,6.0,4,5.0,1967,0.0,B,B,36,6714,2,2672.0,0,2,B
5526,12,2.0,62.011142328341045,38.84696284004475,6.0,15,16.0,1980,0.090799103,B,B,74,19083,2,1015.0,5,15,B
10299,6,2.0,65.76006806091783,33.33775383217295,6.0,10,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
2492,61,3.0,67.33754390065988,42.228395211941816,8.0,5,9.0,1980,0.300322518,B,B,52,10311,6,2300.0,1,9,B
8071,41,1.0,35.792839951346274,22.096929882692343,9.0,3,12.0,1970,0.175054867,B,B,36,10055,3,35.0,1,0,B
16740,6,1.0,40.32159518103983,20.86738041539608,6.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2046,59,1.0,47.80978442513946,27.83118358998115,6.0,8,22.0,2018,0.019508796,B,B,37,7687,11,176.0,5,5,B
12234,200,2.0,49.18888768772806,29.6063378353524,6.0,6,5.0,1959,0.0,B,B,33,7425,1,100.0,2,5,B
2127,85,2.0,69.12203317157766,33.33775383217295,6.0,10,17.0,1977,0.072157581,B,B,2,629,1,2300.0,0,0,A
12969,27,1.0,45.42293117687234,20.360873410249077,6.0,3,4.0,1977,0.01405792,B,B,1,290,0,2672.0,0,0,B
130,46,1.0,39.20820825265636,15.541983770093893,6.0,18,1.0,1977,0.0,B,B,47,11319,0,1145.0,3,5,B
11881,3,2.0,41.87340208180896,27.335267860381013,6.0,1,5.0,1962,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3721,37,1.0,44.45644115136354,21.70965058409684,8.0,10,14.0,1997,0.127811589,B,B,28,7287,5,320.0,1,3,B
3957,160,3.0,58.86282910003973,40.32216025434056,6.0,7,9.0,1979,0.0,B,B,39,8647,0,810.0,0,5,B
14923,23,1.0,41.75413453545628,20.375135662386576,6.0,2,1.0,1977,0.014072961,B,B,2,475,0,1183.0,0,0,B
8092,13,1.0,41.86486434888159,22.667662304640352,6.0,15,19.0,2000,0.090799103,B,B,74,19083,2,1015.0,5,15,B
8958,90,2.0,47.8387153232521,33.36032165299808,5.0,5,5.0,1967,0.265088676,B,B,37,5288,0,1937.0,3,2,B
16036,23,2.0,63.35660436179922,48.86704611416195,6.0,17,17.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
12099,28,3.0,83.92758206044822,44.33556090596553,6.0,16,22.0,2007,0.118537385,B,B,30,6207,1,1183.0,1,0,B
7652,30,3.0,52.553625596177795,47.50103882675128,6.0,3,15.0,1980,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
3371,151,2.0,63.05630592414634,35.018386781822684,6.0,17,22.0,1996,0.236108458,B,B,16,3893,27,3855.0,3,10,B
4149,91,2.0,47.43125670168568,31.96556364234341,5.0,5,5.0,1980,0.000995363,B,B,42,7651,1,1937.0,1,5,B
13693,83,3.0,52.30635351365324,33.069804270571,6.0,9,9.0,1975,0.100455735,B,B,43,7227,0,562.0,1,6,A
3731,1,3.0,78.94872294755562,51.960540727713536,6.0,5,17.0,1977,0.007122317,B,B,1,264,0,200.0,0,1,B
6610,6,2.0,61.92550656131602,35.836544214024634,6.0,2,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
10148,69,2.0,53.80744479753108,30.943436377263414,7.0,1,9.0,1972,0.000991363,B,B,33,6783,3,1970.0,1,9,B
5351,30,1.0,41.61762712605238,22.039703539110608,6.0,16,22.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
13913,74,1.0,41.95676772753267,21.421641472101847,8.0,2,17.0,1991,0.371148999,B,B,34,7065,1,750.0,2,5,B
14163,1,1.0,42.505318370522325,33.33775383217295,6.0,7,17.0,1977,0.007122317,B,B,1,264,0,200.0,0,1,B
11492,129,2.0,45.4939952554144,30.82849292692693,7.0,6,8.0,1963,0.020741326,B,B,24,5613,5,1340.0,2,5,B
5851,126,2.0,43.4418493192298,28.86930015011006,5.0,3,5.0,1965,0.333891544,B,B,30,6564,1,1145.0,0,0,B
10011,81,1.0,31.442874316130613,34.464005260728186,5.0,4,5.0,1966,0.319809354,B,B,25,4756,16,2857.0,5,8,B
8363,1,2.0,73.6484433277567,35.36836896994535,9.0,23,25.0,2011,0.025609157,B,B,33,5261,0,240.0,3,1,B
14384,6,2.0,53.51691633612811,22.832989521243533,6.0,4,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9844,58,2.0,62.62665480931243,33.33775383217295,6.0,11,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
16615,56,2.0,60.81543935785486,34.97551812590359,6.0,14,17.0,1987,0.0,B,B,23,5067,4,2078.0,2,6,B
11934,17,2.0,44.29479364905393,33.70997342946917,5.0,7,8.0,1963,0.0,B,B,25,5027,4,46.0,1,1,B
743,41,3.0,68.57499381319145,44.62498120034636,7.0,2,9.0,1968,0.175054867,B,B,36,10055,3,240.0,1,0,B
8250,58,1.0,50.26207214305225,33.33775383217295,6.0,10,9.0,2016,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4183,13,1.0,39.46305080745498,19.28735004740691,9.0,15,25.0,2004,0.090799103,B,B,74,19083,2,1015.0,5,15,B
4022,27,3.0,58.146896504950845,41.21769778186764,7.0,5,9.0,1979,0.211401214,B,B,9,1892,0,2672.0,0,1,B
12278,55,1.0,43.89035943573651,22.758045043432656,8.0,15,14.0,1990,0.041365446,B,B,31,5569,0,2078.0,1,4,B
6413,85,1.0,40.005109064145344,17.822393537994618,6.0,20,22.0,1984,0.037177818,B,B,52,11217,1,2300.0,1,7,B
9656,93,2.0,64.51110394906671,37.847813097024606,6.0,5,17.0,2011,0.041116354,B,B,53,14892,4,30.0,1,4,B
12036,89,3.0,62.21838280733422,44.645507741456,6.0,5,9.0,1973,0.1363303,B,B,30,6141,10,262.0,3,6,B
3151,101,2.0,44.53157675512188,29.955691179008287,5.0,7,5.0,1970,0.225824954,A,B,41,6558,7,1548.0,3,2,B
12486,31,3.0,78.59317604160445,33.33775383217295,9.0,2,5.0,1958,0.151346216,B,A,32,5889,10,830.0,4,1,B
14733,53,1.0,37.874879670180775,19.264023810030693,6.0,15,1.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
4359,34,2.0,60.009485074710426,36.61645017821512,6.0,21,1.0,1977,0.069753361,B,B,53,13670,4,800.0,1,11,B
25,15,1.0,45.12395140735664,20.62711020416448,8.0,13,14.0,2009,0.158249043,B,B,21,5731,0,1940.0,1,0,B
3170,29,2.0,45.00028615616659,30.896898183350853,5.0,3,5.0,1962,0.069660344,B,B,31,6119,4,1547.0,1,2,B
16616,41,3.0,66.06113657119202,42.48210042829294,8.0,6,9.0,1980,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
9663,27,2.0,52.553625596177795,48.54797239140474,6.0,5,14.0,2007,0.051815435,B,B,5,1227,0,2672.0,0,0,B
16369,27,3.0,80.18091269037039,41.355706569723466,6.0,10,12.0,2015,0.017647053,B,B,2,469,0,2672.0,0,0,B
2588,64,3.0,68.49285947922705,44.899092948729,7.0,4,12.0,1973,0.135649789,B,B,46,7960,6,350.0,3,11,B
13432,46,3.0,52.553625596177795,33.33775383217295,6.0,15,16.0,2013,0.188783766,B,B,31,6137,4,1145.0,0,1,B
1736,27,1.0,51.492952442599936,31.55169500862943,6.0,5,0.0,1977,0.072157581,B,B,2,629,1,2672.0,0,0,A
16537,2,3.0,47.97305570752284,28.52566955656111,5.0,5,5.0,1960,0.0,B,B,33,7425,1,900.0,2,5,B
14709,44,2.0,50.457953812688935,30.196726102350286,6.0,9,12.0,1982,0.122190486,B,B,25,4724,2,1308.0,1,3,B
2216,182,2.0,46.04087611910128,32.25563079035316,5.0,2,12.0,1968,0.015016892,B,B,17,3079,59,2890.0,0,8,B
511,23,2.0,63.70002820238336,32.03918286657991,6.0,17,25.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
2759,62,1.0,44.48098494878771,30.5542739945902,6.0,7,0.0,1977,0.072157581,B,B,2,629,1,2300.0,0,0,A
14321,27,1.0,50.47678621936651,21.06689297940125,6.0,14,12.0,2016,0.017647053,B,B,2,469,0,2672.0,0,0,B
8088,1,3.0,79.80800409895669,33.33775383217295,6.0,12,17.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
13888,60,1.0,33.519252927318256,22.906889430906983,5.0,4,9.0,1963,0.341071945,B,B,27,5664,48,2300.0,3,11,B
12065,7,2.0,62.036273018981525,36.65935827554236,6.0,14,22.0,2014,0.130617806,B,B,39,10418,9,900.0,1,9,B
2449,1,1.0,66.42658474782806,48.97465096535857,6.0,14,0.0,1977,0.007122317,B,B,1,264,0,200.0,0,1,B
7499,102,2.0,56.32151968268554,35.28136366971964,8.0,7,8.0,1956,0.23861713,B,B,26,3889,6,705.0,3,6,B
6112,1,2.0,65.19901017792873,43.59426054435693,6.0,9,17.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
79,27,2.0,67.86461731226782,33.33775383217295,6.0,4,12.0,2017,0.072157581,B,B,2,629,1,2672.0,0,0,A
13941,84,1.0,34.02819725487102,20.31449909679476,6.0,1,9.0,1971,0.149666373,B,B,22,4789,2,4087.0,4,1,B
4766,53,1.0,42.78423565490591,27.75189744956837,6.0,20,22.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
5505,6,1.0,39.2173804333066,15.541983770093893,6.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
699,30,2.0,65.69160993787237,33.33775383217295,6.0,19,24.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
839,34,1.0,54.67372278949247,24.67401110117239,6.0,9,22.0,2012,0.069753361,B,B,53,13670,4,800.0,1,11,B
15682,32,2.0,52.514735766145314,33.80702562498578,6.0,9,9.0,1977,0.135649789,B,B,46,7960,6,350.0,3,11,B
13686,187,1.0,41.092204378773744,22.449813268150965,8.0,8,12.0,2001,0.041116354,B,B,53,14892,4,2890.0,1,4,B
3771,53,1.0,38.00275976637793,18.25118647495124,9.0,7,22.0,1986,0.049637257,B,B,34,7759,0,229.0,1,3,B
4879,124,2.0,61.7843477880356,39.05275010076326,9.0,6,9.0,1962,0.16909109,B,B,19,3856,10,1145.0,2,5,B
11950,23,2.0,51.00669673922236,30.16158774200204,6.0,4,0.0,1977,0.005767451,B,B,1,388,0,1183.0,0,0,B
9074,23,2.0,65.78496985164479,33.33775383217295,6.0,16,17.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
1683,134,1.0,40.85801826980281,22.54559462428817,8.0,5,14.0,1974,0.049863387,B,B,18,3746,9,75.0,3,1,B
6759,23,2.0,50.056784424737295,49.57200192623589,6.0,11,17.0,2016,0.034656082,B,B,0,168,0,1183.0,0,0,B
2824,66,3.0,51.30906827141424,35.792192403845355,5.0,3,9.0,1977,0.111627393,B,B,50,12238,8,1970.0,2,3,B
8228,6,3.0,79.1724980420137,45.39711853155686,6.0,4,10.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
11720,27,2.0,63.389024196753454,33.33775383217295,6.0,10,17.0,2015,0.072157581,B,B,2,629,1,2672.0,0,0,A
14812,82,2.0,53.75361995808358,33.54465162862525,9.0,4,12.0,1982,0.037316452,B,B,32,6748,93,562.0,4,10,B
16151,119,1.0,35.00861243160698,22.13775952474837,5.0,2,9.0,1965,0.033493708,B,B,66,10573,1,1322.0,3,8,B
12755,32,2.0,58.90007371532232,34.73070696368488,8.0,18,24.0,1997,0.135649789,B,B,46,7960,6,350.0,3,11,B
14517,14,1.0,36.200471136883046,24.056711616596623,9.0,5,12.0,1973,0.042031587,B,B,37,6856,84,1940.0,2,5,B
10290,84,1.0,37.33675434967256,24.57334918153026,9.0,11,12.0,1972,0.149666373,B,B,22,4789,2,4087.0,4,1,B
15321,63,1.0,59.18363185293994,33.33775383217295,6.0,19,17.0,2019,0.23861713,B,B,26,3889,6,705.0,3,6,B
912,61,3.0,80.07287889374942,47.66512288097602,9.0,23,22.0,1998,0.298204575,B,B,16,4048,3,2300.0,1,3,B
2188,46,1.0,36.5108661482337,24.081447292918853,7.0,5,9.0,1967,0.188783766,B,B,31,6137,4,1145.0,0,1,B
8900,93,2.0,52.619410006282656,32.7626030245024,8.0,4,12.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
6085,67,2.0,50.44753674096022,33.814943529287184,6.0,5,12.0,1978,0.0077202819999999,B,B,38,4788,2,1970.0,0,4,B
16552,77,1.0,39.07562651405264,24.667401018065,8.0,10,16.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
8539,23,2.0,64.74451338458447,47.40167894258556,6.0,17,17.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
9243,23,1.0,41.92455412046397,19.433389973160438,6.0,16,17.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
5399,1,3.0,52.553625596177795,33.33775383217295,6.0,18,22.0,2016,0.007122317,B,B,1,264,0,240.0,0,1,B
1222,9,3.0,79.10812413512404,47.846840273287,6.0,16,17.0,1995,0.069753361,B,B,53,13670,4,30.0,1,11,B
14653,47,2.0,58.91636778328034,35.229998403400906,8.0,14,17.0,2007,0.101872465,B,B,23,4583,3,240.0,3,3,B
6288,34,2.0,55.49740367201128,34.8981288788066,9.0,5,16.0,2001,0.069753361,B,B,53,13670,4,800.0,1,11,B
14890,22,2.0,55.02655378632153,32.9178566699472,5.0,3,5.0,1964,0.000995363,B,B,42,7651,1,35.0,1,5,B
13437,62,2.0,73.72538133144033,35.36836896994535,6.0,7,1.0,1977,0.072157581,B,B,2,629,1,2300.0,0,0,A
9803,113,2.0,52.553625596177795,50.23301032382071,6.0,5,16.0,2004,0.050755569,B,B,24,5469,1,145.0,0,1,B
14247,53,2.0,47.69955273695986,30.54543858793749,5.0,7,9.0,1970,0.313924552,B,B,22,4625,11,3855.0,2,10,B
8736,58,1.0,53.26574076736547,10.816032672663471,6.0,7,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
13012,23,2.0,65.30651182195359,33.33775383217295,6.0,7,17.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
5309,3,2.0,55.31909776785219,31.58049429766585,9.0,6,12.0,1974,0.050900058,B,B,43,10621,1,30.0,2,3,B
8205,1,3.0,75.5416718249385,33.33775383217295,6.0,15,17.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
5605,30,2.0,67.95454356651746,33.33775383217295,6.0,7,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1391,30,3.0,52.553625596177795,33.33775383217295,6.0,16,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1928,17,1.0,38.58275921013098,22.62877525812284,6.0,6,12.0,1967,0.0,B,B,18,3374,5,620.0,1,2,B
1359,6,2.0,60.072328057408654,30.91288175847271,6.0,20,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
7428,1,2.0,65.10301619339259,43.59426054435693,6.0,11,24.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
1467,103,3.0,78.90748783744003,51.960540727713536,9.0,1,17.0,2001,0.151346216,B,A,32,5889,10,830.0,4,1,B
4129,1,1.0,46.79993295678946,46.7410078171635,6.0,18,24.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
93,41,3.0,83.8483527558668,47.2613222235565,6.0,13,14.0,2010,0.175054867,B,B,36,10055,3,240.0,1,0,B
12070,101,2.0,41.94979547771488,23.226372958286497,6.0,5,12.0,1972,0.225824954,A,B,41,6558,7,1548.0,3,2,B
